ID,MODEL_NO,DIMAID,WID,AIRLINE,AIRCRAFT_TYPE,REGISTRATION,DESCRIPTION,SIZE,PRICE,SHIPPING,TAX,COMPANY,ORDEREDFROM,DATEOFORDER,HangarClub,PictureID
2502,G2KLM190,,24620,KLM,B737-700,PH-BGD,Gemini Jets KLM Royal Dutch Airlines B 737-7K2WL 1:200 - G2KLM190 - ID#24620;  2003s  Colors. With  SkyTeam  Logo. PH-BGD,1:200,42.0,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2011-11-19,False,2502.0
2503,G2AAA165,,23069,Ansett Australia,A320-200,VH-HYX,Gemini Jets Ansett Australia A320-211 1:200 - G2AAA165 - ID#23069; 1996s  Colors. With  Star Alliance  Logo. With Rolling Gears.VH-HYX,1:200,42.0,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2011-11-19,False,2503.0
2504,HE518635,,30676,QANTAS,B747-400,VH-OEB,Herpa Qantas Airways B 747-48E 1:500 - 518635 - ID#30676;  2007s  Colors. With  Grand Prix 2011 Logos & Titles . New Generation II.VH-OEB,1:500,26.0,0.0,0.0,HERPA,WAFFLECOLLECTIBLES,2011-11-19,False,2504.0
2507,JC4VOZ805,,31551,VIRGIN AUSTRALIA,ATR72-200,VH-FVI,JC Wings Virgin Australia ATR-72-212A 1:400 - JC4VOZ805 / JC4805 - ID#31551;  2011  Colors.VH-FVI,1:400,21.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-19,False,2507.0
2508,JC4VOZ805,,31554,Lufthansa,B737-200,D-ABFP,JC Wings Lufthansa B 737-230A 1:200 - JC2DLH179 / JC2179 - ID#31554; Lufthansa Express  Colors.D-ABFP,1:200,42.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-19,False,2508.0
2509,JC2DLH180,,31553,Lufthansa,B737-200,D-ABFW,JC Wings Lufthansa B 737-230A 1:200 - JC2DLH180 / JC2180 - ID#31553; 1980s - Test  Colors. Named  Wolfsburg . D-ABFW,1:200,42.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-19,False,2509.0
2510,FL2KLM141,,31561,KLM,B737-200,PH-TVX,JC Wings KLM Royal Dutch Airlines B 737-2T5A 1:200 - FL2KLM141 - ID#31561;  1980s  Colors. With  Leased from Transavia  Titles.PH-TVX,1:200,42.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-19,False,2510.0
2511,PH4CAL198,,13594,CHINA AIRLINES,A330-300,B-18311,Phoenix Models China Airlines A330-302 1:400 - PH4CAL198 - ID#13594; Sweet Fruit  Colors.B-18311,1:400,33.38,5.6,0.0,PHOENIX MODELS,EBAY: vienna-antik00,2011-10-30,False,2511.0
2512,GJTHA590A,,11193,THAI AIRWAYS,A340-500,HS-TLB,Gemini Jets Thai Airways International A340-541 1:400 - GJTHA590A - ID#11193; 2005s  Colors. With  Star Alliance  Logo.HS-TLB,1:400,30.71,5.6,0.0,GEMINIJETS,EBAY: vienna-antik00,2011-10-30,False,2512.0
2518,ACVHANE,,21532,Ansett Australia,B727-200,VH-ANE,Aeroclassics Ansett Australia B 727-200 1:400 - ACVHANE - ID#21532; 1980s - Shooting Stars  Colors.  Australian Classics  Release.VH-ANE,1:400,30.0,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2011-11-16,False,2517.0
2519,ACVHANA,,21530,Ansett Australia,B727-200,VH-ANA,Aeroclassics Ansett Australia B 727-200 1:400 - ACVHANA - ID#21530; 1980s  Colors.  Australian Classics  Release.VH-ANA,1:400,30.0,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2011-11-16,False,2518.0
2520,ACVRHMR,,32219,CATHAY PACIFIC,A340-300,VR-HMR,Aeroclassics Cathay Pacific A340-211 1:400 - ACVRHMR - ID#32219;   1997s  Colors. With  50 years  logo.VR-HMR,1:400,31.0,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2011-11-16,False,2519.0
2522,ACPPVLH,,31827,VARIG,B727,PP-VLH,Aeroclassics VARIG B 727-41 1:400 - ACPPVLH - ID#31827; 1970s  Colors. With Polished Belly.PP-VLH,1:400,31.0,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2011-11-16,False,2521.0
2523,PH4TAP203,,13676,TAP AIR PORTUGAL,A320-200,CS-TNP,Phoenix Models TAP Air Portugal A320-214 1:400 - PH4TAP203 - ID#13676; Star Alliance  Colors. Named  Alexandre O'Neill . With  Star Alliance  Logo.CS-TNP,1:400,27.0,0.0,0.0,PHOENIX MODELS,JUSTPLANEFUN,2011-11-16,False,2522.0
2524,ACSTD065,,1946,Standard Airways,DC9-15,N490SA,Aeroclassics Standard Airways DC-9-15 1:400 - ACSTD065 - ID#1946; 1970s  Colors. Tampo Printed. Exclusive for SkyJets400.N490SA,1:400,0.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-11-22,False,2523.0
2525,ACNEASET1,,13640,Northeast,B727,N1632,Aeroclassics Northeast Airlines B 727-022 1:400 - ACNEASET1 - ID#13640; 1960s  Colors. With GSE. Model 1 in a SET of 2.N1632,1:400,0.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-11-22,False,2524.0
2526,ACNEASET1,,13641,Northeast,C53,N45362,Aeroclassics Northeast Airlines C-53-DO 1:400 - ACNEASET1 - ID#13641; 1960s  Colors. With GSE. Model 1 in a Set of 2.N45362,1:400,0.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-11-22,False,2525.0
2527,JETVL007,,30728,BRITISH AIRWAYS,BAE146-200,G-MANS,Jet-X British Airways BAe 146-200 1:200 - JETVL007 - ID#30728; Landor  Colors. With  British Airways Express  titles. With Rolling Gears.G-MANS,1:200,48.5,0.0,0.0,JET-X,WAFFLECOLLECTIBLES,2011-11-22,False,2526.0
2528,JC4VOZ805,,31551,VIRGIN AUSTRALIA,ATR72-200,VH-FVI,JC Wings Virgin Australia ATR-72-212A 1:400 - JC4VOZ805 / JC4805 - ID#31551;  2011  Colors.VH-FVI,1:400,22.5,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-22,False,2527.0
2529,GJBAW1080,,31651,BRITISH AIRWAYS,ATR72-200,G-BWTL,Gemini Jets British Airways / BA Cityflyer ATR-72-202 1:400 - GJBAW1080 - ID#31651; United Kingdom - Union Jack  Colors.G-BWTL,1:400,23.5,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2011-11-22,False,2528.0
2530,PH4ANA619,,30889,ANA,B777-300ER,JA778A,Phoenix Models ANA All Nippon Airways B 777-381ER 1:400 - PH4ANA619 / PH10517 - ID#30889;  2003  Colors. With  Star Alliance  Logo. With Rolling Gear.JA778A,1:400,28.5,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-11-22,False,2529.0
2531,ACSTD065,,1946,Standard Airways,DC9-15,N490SA,Aeroclassics Standard Airways DC-9-15 1:400 - ACSTD065 - ID#1946; 1970s  Colors. Tampo Printed. Exclusive for SkyJets400.N490SA,1:400,0.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-11-22,False,2530.0
2532,ACDAIAU,,19511,LUFTHANSA,A300-600,D-AIAU,Aeroclassics Lufthansa A300B4-603 1:400 - ACDAIAU - ID#19511;First Version.  1990s  Colors. With  Express  Titles. With Rolling Gears. With White Wings.D-AIAU,1:400,24.5,0.0,0.0,AEROCLASSICS,EBAY:PKMN2525,2012-01-22,False,2531.0
2533,DRW55669,,9039,TWA,L049-46-25,N90831,Dragon Wings Trans World Airlines L-049-46-25 Constellation 1:400 - 55669 - ID#9039; 1950s  Colors. Named  Star of Switzerland / Etoile on Suisse . With Stand.N90831,1:400,23.2,0.0,0.0,DRAGON WINGS,JETFAN,2013-11-14,False,2532.0
2534,AV2330002,,23431,THAI AIRWAYS,A330-200,HS-TSB,Aviation200 Thai Airways International 330-200 1:200 - AV2330002 - ID#23431; 1990s  Colors.HS-TSB,1:200,28.0,0.0,0.0,AVIATION200,WAFFLECOLLECTIBLES,2011-11-22,False,2533.0
2535,AV4732005,,18092,SOUTH AFRICAN,B737-200,ZS-SBM,Aviation400 South African Airways B 737-244 1:400 - AV4732005 - ID#18092; Later 1960s  Colors. With Polished Belly. With Stand.ZS-SBM,1:400,14.0,0.0,0.0,AVIATION400,WAFFLECOLLECTIBLES,2011-11-22,False,2534.0
2536,BBOX319,,24881,JAL,B737-800,JA319J,Blue Box JAL Express B 737-846WL 1:200 - BBOX319 - ID#24881; 2003  Colors.JA319J,1:200,33.0,0.0,0.0,BLUE BOX,WAFFLECOLLECTIBLES,2011-11-22,False,2535.0
2537,AV2732786,,28020,CASINO EXPRESS,B737-200,N456TM,Aviation200 Casino Express B 737-2H4 1:200 - AV2732786 - ID#28020  1990s  Colors. Named  King . N456TM,1:200,30.0,0.0,0.0,AVIATION200,WAFFLECOLLECTIBLES,2011-11-22,False,2536.0
2538,AV2732787,,28021,CASINO EXPRESS,B737-200,N457TM,Aviation200 Casino Express B 737-214 1:200 - AV2732787 - ID#28021;  1990s  Colors. Named  Queen . N457TM,1:200,30.5,0.0,0.0,AVIATION200,WAFFLECOLLECTIBLES,2011-11-22,False,2537.0
2539,ACVRHMR,,32219,CATHAY PACIFIC,A340-300,VR-HMR,Aeroclassics Cathay Pacific A340-211 1:400 - ACVRHMR - ID#32219;   1997s  Colors. With  50 years  logo.VR-HMR,1:400,35.0,0.0,0.0,AEROCLASSICS,eztoys,2011-11-04,False,2538.0
2540,ACVRHMR,,32219,CATHAY PACIFIC,A340-300,VR-HMR,Aeroclassics Cathay Pacific A340-211 1:400 - ACVRHMR - ID#32219;   1997s  Colors. With  50 years  logo.VR-HMR,1:400,35.0,0.0,0.0,AEROCLASSICS,eztoys,2011-11-04,False,2539.0
2542,HE518635,,30676,QANTAS,B747-400,VH-OEB,Herpa Qantas Airways B 747-48E 1:500 - 518635 - ID#30676;  2007s  Colors. With  Grand Prix 2011 Logos & Titles . New Generation II.VH-OEB,1:500,33.5,0.0,0.0,HERPA,eztoys,2011-11-19,False,2541.0
2543,PH4JAL031,,4263,JAL,B747-200,JA8141,Phoenix Models JAL Japan Airlines B 747-246B 1:400 - PH4JAL031 - ID#4263; Super Resort Express - Purple  Colors.JA8141,1:400,15.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-11-27,False,2542.0
2544,HG0977GR,,35393,Air India,B787-800,VT-AND,Hogan Air India B 787-837 1:200 - HG0977GR - ID#35393;2000s  Colors. With Gears & no Stand. Ground Configuration.VT-AND,1:200,34.88,0.0,0.0,HOGAN,WAFFLECOLLECTIBLES,2013-04-08,False,2543.0
2545,HG0977GR,,,Air India,B787-800,VT-ANA,Hogan Air India B 787-837 1:200 - HG0977GR - ID#;2000s  Colors. With Gears & no Stand. Ground Configuration.VT-ANA,1:200,34.88,0.0,0.0,HOGAN,WAFFLECOLLECTIBLES,2013-04-08,False,2544.0
2546,ACSTD065,,1946,Standard Airways,DC9-15,N490SA,Aeroclassics Standard Airways DC-9-15 1:400 - ACSTD065 - ID#1946; 1970s  Colors. Tampo Printed. Exclusive for SkyJets400.N490SA,1:400,3.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-11-27,False,2545.0
2547,GJFIN723,,14614,Finnair,A340-300,OH-LQA,Gemini Jets Finnair A340-313X 1:400 - GJFIN723 - ID#14614; 2005s  Colors. OH-LQA,1:400,24.0,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2011-11-27,False,2546.0
2548,PH4THA214,,14562,THAI AIRWAYS,B787-800,HS-THA,Phoenix Models Thai Airways International B 787-8D7 1:400 - PH4THA214 - ID#14562;  2004s  Colors. With  Star Alliance  Logo. With Rolling Gears. Fantasy Model.HS-THA,1:400,19.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-11-27,False,2547.0
2550,ACPKGPF,,35919,Garuda Indonesia,A330-300,PK-GPF,Aeroclassics Garuda Indonesia A330-341 1:400 - ACPKGPF - ID#35919; 2000s  Colors. Restricted to select markets only.PK-GPF,1:400,32.26,0.25,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-07-05,False,2549.0
2551,PH4JAL264,,17385,JAL,B777-300,JA8941,Phoenix Models JAL Japan Airlines B 777-346 1:400 - PH4JAL264 - ID#17385;  OneWorld  Colors. With Rolling Gears.JA8941,1:400,24.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-12-01,False,2550.0
2553,G2BAW036,,19990,BRITISH AIRWAYS,L1011-500,G-BFCA,Gemini Jets British Airways L-1011-500 1:200 - G2BAW036 - ID#19990; 1970s - Red Tail  Colors. With Rolling Gears.G-BFCA,1:200,44.0,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2011-12-01,False,2552.0
2554,JC2AAL825,,31405,AMERICAN AIRLINES,A300-600,N8067A,JC Wings American Airlines A300B4-605R 1:200 - JC2AAL825 / JC2825 - ID#31405;  1990s  Colors. With Grey Fuselage.N8067A,1:200,39.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-12-01,False,2553.0
2555,ACNAT1,,13420,National Airlines,DC6,N90898,Aeroclassics National Airlines DC-6 1:400 - ACNAT1 - ID#13420; 1960s  Colors. Model 2 in a SET of 2.N90898,1:400,4.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-12-01,False,2554.0
2556,ACNAT1,,13397,National Airlines,B727,N4610,Aeroclassics National Airlines B 727-035 1:400 - ACNAT1 - ID#13397; 1960s - Delivery  Colors. Model 1 in a SET of 2.N4610,1:400,4.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-12-01,False,2555.0
2559,SR001,,28334,VIRGIN ATLANTIC,B747-400,G-VLIP,SR Models Virgin Atlantic Airways B 747-443 1:200 - SR001 - ID#28334; Wizarding World Of Harry Potter  Colors. Named  Hot Lips .  Inflight200 Mould .G-VLIP,1:200,150.95,0.0,0.0,AVIATION200,WAFFLECOLLECTIBLES,2011-03-26,False,2558.0
2560,SR001,,28334,VIRGIN ATLANTIC,B747-400,G-VLIP,SR Models Virgin Atlantic Airways B 747-443 1:200 - SR001 - ID#28334; Wizarding World Of Harry Potter  Colors. Named  Hot Lips .  Inflight200 Mould .G-VLIP,1:200,164.0,0.0,0.0,AVIATION200,WAFFLECOLLECTIBLES,2011-11-01,False,2559.0
2563,WID31535,,31535,BOEING,B747-800,N5017Q,Phoenix Models Boeing Aircraft Company B 747-8KZF 1:400 - PH4BOE - ID#31535; 2009s - 747-8  Colors.  Ground  Version.N5017Q,1:400,34.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-11-05,False,2562.0
2564,PH4BOE651,,31536,BOEING,B747-800,N5017Q,Phoenix Models Boeing Aircraft Company B 747-8KZF 1:400 - PH4BOE651 - ID#31536; 2009s - 747-8  Colors.  In-flight  Version. With Stand. N5017Q,1:400,34.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-11-05,False,2563.0
2565,PH4FIN669,,31790,FINNAIR,A340-300,OH-LQD,Phoenix Models Finnair A340-313E 1:400 - PH4FIN669 - ID#31790; Angry Bird  Colors.OH-LQD,1:400,32.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-11-05,False,2564.0
2567,IF80002B,,6678,JAL,DC8-60,JA8036,Inflight200 JAL Japan Airlines DC-8-62AF 1:200 - IF80002B - ID#6678; 1970s  Colors. Named  Wakasa . With  Courier Jet Trader  Titles.JA8036,1:200,60.0,3.0,0.0,INFLIGHT200,RUSSELL EPSTEIN,2013-02-01,False,2566.0
2568,ACSE-REE,,35110,SAS,A330-200,SE-REE,Aeroclassics SAS Scandinavian Airlines A330 1:400 - ACSEREE - ID#35110 ;NAMED  SIGRID VIKING ;SE-REE,1:400,32.59,0.0,0.0,AEROCLASSICS,EZTOYS,2013-01-23,False,2567.0
2570,ACQFA029,,9208,AUSTRALIA ASIA AIRLINES,B767-300ER,VH-OGA,Aeroclassics Australia Asia Airlines B 767-338ER 1:400 - ACQFA029  - ID#9208 ; 1990s  Colors. Named  City of Whyalla .VH-OGA,1:400,34.0,0.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2011-11-05,False,2569.0
2571,PH4FIN669,,31790,FINNAIR,A340-300,OH-LQD,Phoenix Models Finnair A340-313E 1:400 - PH4FIN669 - ID#31790; Angry Bird  Colors.OH-LQD,1:400,31.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2570.0
2572,PH4FIN669,,31790,FINNAIR,A340-300,OH-LQD,Phoenix Models Finnair A340-313E 1:400 - PH4FIN669 - ID#31790; Angry Bird  Colors.OH-LQD,1:400,31.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2571.0
2573,PH4FIN669,,31790,FINNAIR,A340-300,OH-LQD,Phoenix Models Finnair A340-313E 1:400 - PH4FIN669 - ID#31790; Angry Bird  Colors.OH-LQD,1:400,31.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2572.0
2574,WID31786,,31786,LUFTHANSA,B747-800,D-ABYA,Phoenix Models Lufthansa B 747-830 1:400 - NA - ID#31786; 1990s  Colors. With  Star Alliance  Logo. With  Lufthansa.com  titles.  Ground  Configuration.D-ABYA,1:400,33.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2573.0
2575,G2AWA192,,25065,America West,B757-200,N907AW,Gemini Jets America West Airlines B 757-225 1:200 - G2AWA192 - ID#25065; 1990s  Colors.N907AW,1:200,50.0,0.0,0.0,GEMINIJETS,RUSSELL EPSTEIN,2013-01-08,False,2574.0
2576,G2USA025,,19993,US AIRWAYS,B757-200,N204UW,Gemini Jets US Airways B 757-23NWL 1:200 - G2USA025 - ID#19993;  2004s  Colors. With  Star Alliance  Logo. With Rolling Gears.N204UW,1:200,50.0,0.0,0.0,GEMINIJETS,RUSSELL EPSTEIN,2013-01-08,False,2575.0
2577,JXBA011,,24504,British Airways,VC10-1101,G-ARVM,Jet-X British Airways VC-10-1101 1:400 - JXBA011 - ID#24504; Red Tail  Colors. With  British Airways  Titles;G-ARVM,1:400,27.95,0.0,0.0,JET-X,WAFFLECOLLECTIBLES,2013-04-26,False,2576.0
2579,PH4SIA668,,31792,SINGAPORE AIRLINES,A340-500,9V-SGA,Phoenix Models Singapore Airlines A340-541 1:400 - PH4SIA668 - ID#31792; 2007s  Colors. With  Star Alliance  Logo. 9V-SGA,1:400,32.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2578.0
2581,PH4VOZ656,,31788,Virgin Australia,B737-800,VH-YFC,Phoenix Models Virgin Australia B 737-81DWL 1:400 - PH4VOZ656 - ID#31788; 2011  Colors. Named  Bondi Beach .VH-YFC,1:400,28.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2580.0
2584,PH4CAL658,,31800,CHINA AIRLINES,A340-300,B-18803,Phoenix Models China Airlines A340-313X 1:400 - PH4CAL658 - ID#31800;  1997s  Colors. B-18803,1:400,32.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2583.0
2585,WID31769,,31769,ANA,B777-200ER,JA707A,Phoenix Models ANA All Nippon Airways B 777-281ER 1:400 - NA - ID#31769; 1990s  Colors. With  Star Alliance  Logo. With  Japan Endless Discovery  Logo & Titles.JA707A,1:400,33.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2584.0
2586,PH4IBE659,,31805,Iberia,A340-300,EC-KCL,Phoenix Models Iberia A340-311 1:400 - PH4IBE659 - ID#31805;  1990s  Colors.EC-KCL,1:400,32.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2585.0
2587,PH4IBE659,,31805,Iberia,A340-300,EC-KCL,Phoenix Models Iberia A340-311 1:400 - PH4IBE659 - ID#31805;  1990s  Colors.EC-KCL,1:400,32.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2586.0
2588,PH4QTR661,,31798,Qatar Airways,A340-600,A7-AGC,Phoenix Models Qatar Airways A340-642 1:400 - PH4QTR661 - ID#31798; 2006s  Colors.A7-AGC,1:400,34.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2587.0
2590,PH4THA663,,31796,THAI AIRWAYS,B747-400,HS-TGG,Phoenix Models Thai Airways International B 747-4D7 1:400 - PH4THA663 - ID#31796; 1990s  Colors. With  Star Alliance  Logo. HS-TGG,1:400,34.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2589.0
2591,PH4THA664,,31795,THAI AIRWAYS,B747-400,HS-TGN,Phoenix Models Thai Airways International B 747-4D7 1:400 - PH4THA664 - ID#31795;  1990s  Colors. With  Star Alliance  Logo. With  The King´s 72th Celebration  Logo.HS-TGN,1:400,34.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2590.0
2592,PH4THA663,,31796,THAI AIRWAYS,B747-400,HS-TGG,Phoenix Models Thai Airways International B 747-4D7 1:400 - PH4THA663 - ID#31796; 1990s  Colors. With  Star Alliance  Logo. HS-TGG,1:400,34.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2591.0
2593,PH4TNT665,,31794,TNT,B777-F,OO-TSA,Phoenix Models TNT Airways B 777-FHT 1:400 - PH4TNT665 - ID#31794;  2000s  Colors. With  Sure we can  titles. OO-TSA,1:400,32.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2592.0
2594,PH4VIR667,,31791,VIRGIN ATLANTIC,A340-300,G-VELD,Phoenix Models Virgin Atlantic Airways A340-313X 1:400 - PH4VIR667 - ID#31791; 2010s  Colors. G-VELD,1:400,32.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2593.0
2596,HC-016,,14159,Adria,DC9-33,YU-AHW,Aeroclassics Adria Airways DC-9-33RC 1:400 - HC-016 - ID#14159;  1980s  Colors. Named  Sarajevo . Exclusive for Club Members.YU-AHW,1:400,21.0,5.8,0.0,AEROCLASSICS,DAVID BALL,2011-09-30,True,2595.0
2598,AV47320134,,21404,BRITISH AIRWAYS,B737-200,G-BGDA,Aviation400 British Airways B 737-236A 1:400 - AV47320134 - ID#21404;  Ndebele Emmly - South Africa - World Tail  Colors. With Stand.  Ndebele Emmly - South Africa - World Tail  Colors. With Stand.G-BGDA,1:400,23.0,0.0,0.0,AVIATION400,ebay benedict lee,2011-11-19,False,2597.0
2599,WID3737,,3737,AIR NEW ZEALAND,B767-300ER,ZK-NCG,TucanoLine Air New Zealand B 767-319ER 1:400 - NA - ID#3737;TucanoLine Air New Zealand B 767-319ER 1:400 - NA - ID#3737; ZK-NCG,1:400,48.43,8.0,0.0,TUCANOLINE,EBAY:DOR2542,2011-12-04,False,2598.0
2601,WID747,,747,Cathay Pacific,B747-200,B-HIB,Herpa Cathay Pacific B 747-267B 1:500 - 000000 - ID#747;Second Version;  Spirit of Hong Kong 1997  Colors. With Stand.B-HIB,1:500,26.0,0.0,0.0,HERPA,DAC:JIM STANTON,2011-04-09,False,2600.0
2603,HE516518,,952,Lufthansa,A340-200,NA,Herpa Lufthansa A340-211 1:500 - 516518 - ID#952;Second Version;  1990s  Colors. Old Engines. With Updated Box.NA,1:500,12.0,0.0,0.0,HERPA,DAC:JIM STANTON,2011-04-09,False,2602.0
2605,HE503549,,2731,Lufthansa,MD-11F,D-ALCD,Herpa Lufthansa Cargo MD-11F 1:500 - 503549 - ID#2731; First Version;  1990s  Colors. With Cockpit Window Frames.  D-ALCD,1:500,12.0,0.0,0.0,HERPA,DAC:JIM STANTON,2011-04-09,False,2604.0
2606,HE516020,,928,Lufthansa,B747-200,D-ABZF,Herpa Lufthansa Cargo B 747-230FSCD 1:500 - 516020 - ID#928;First Version;  Time-Service Revolution  Colors. Named  Africa . With City Names Printed In Brown and Registration Printed In Black. With Large Belly Logo.D-ABZF,1:500,13.0,0.0,0.0,HERPA,DAC:JIM STANTON,2011-04-09,False,2605.0
2607,HE516006,,962,Lufthansa,B747-200,NA,Herpa Lufthansa Cargo B 747-230FSCD 1:500 - 516006 - ID#962;Fifth Version;  1990s  Colors. Named  Europa . With Corrected Escape Hatch.NA,1:500,12.0,0.0,0.0,HERPA,DAC:JIM STANTON,2011-04-09,False,2606.0
2608,HE516013,,963,Lufthansa,B747-200,NA,Herpa Lufthansa B 747-230B 1:500 - 516013 - ID#963;First Version;   1990s  Colors. With Large Cockpit Escape Hatch. Lufthansa Modell Edition Box. NA,1:500,15.0,0.0,0.0,HERPA,DAC:JIM STANTON,2011-04-09,False,2607.0
2611,ACPKGPG,67394.0,,Garuda Indonesia,A330-300,PK-GPG,Aeroclassics Garuda Indonesia A330-341 1:400 - ACPKGPG - ID#; 2000s  Colors. Restricted to select markets only.PK-GPG,1:400,32.26,0.25,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-07-05,False,2610.0
2612,ACVHANB,,21531,Ansett australia,B727-200,VH-ANB,Aeroclassics Ansett Australia B 727-200 1:400 - ACVHANB - ID#21531; 1997  Colors.  Ansett Australia Farewell  message titles.  Australian Classics  Release.VH-ANB,1:400,33.0,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2011-11-16,False,2611.0
2613,JC2COA108,,31780,CONTINENTAL,B777-200ER,N77014,JC Wings Continental Airlines B 777-224ER 1:200 - JC2COA108 / JC2108 - ID#31780; Peter Max  Colors. With Rolling Gears.  Flightline 200  release.N77014,1:200,82.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-02,False,2612.0
2614,JC2COA108,,31780,CONTINENTAL,B777-200ER,N77014,JC Wings Continental Airlines B 777-224ER 1:200 - JC2COA108 / JC2108 - ID#31780; Peter Max  Colors. With Rolling Gears.  Flightline 200  release.N77014,1:200,82.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-02,False,2612.0
2615,JC2ANA822,,31779,ANA,B767-300,JA8357,JC Wings ANA All Nippon Airways B 767-381 1:200 - JC2ANA822 / JC2822 - ID#31779;  Universal Studios - Woody Woodpecker  Colors. With  Star Alliance  Logo. With Rolling Gears.JA8357,1:200,63.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2011-11-05,False,2614.0
2616,PH4TAM666,,31793,TAM,A320-200,PT-MZN,Phoenix Models TAM Brasil A320-232 1:400 - PH4TAM666 - ID#31793; Rio  Colors.PT-MZN,1:400,30.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2011-10-31,False,2615.0
2619,AC18042,,1984,SOUTH AFRICAN,B707-300,ZS-CKD,Aeroclassics South African Airways B 707-344 1:400 - AC18042 - ID#1984; 1960s - South African Airways / Suid-Afrikaanese Lugdiens Springbok  Colors. Named  Cape Town . Tampo Printed.ZS-CKD,1:400,42.0,0.0,0.0,AEROCLASSICS,JETFAN,2011-12-10,False,2618.0
2620,DRW55400B,,3147,SOUTH AFRICAN,B747-300,ZS-SAJ,Dragon Wings South African Airways B 747-312 1:400 - 55400B - ID#3147; Ndizani  Colors. With Stand. Exclusive for South African Airways.ZS-SAJ,1:400,48.0,0.0,0.0,DRAGON WINGS,JETFAN,2011-12-10,False,2619.0
